modGenes	module	colourRGB
ENSBTAG00000013011	green	#00FF00
ENSBTAG00000013013	black	#000000
ENSBTAG00000013015	red	#FF0000
ENSBTAG00000013016	purple	#A020F0
ENSBTAG00000013017	grey60	#999999
ENSBTAG00000013023	brown	#A52A2A
ENSBTAG00000013025	turquoise	#40E0D0
ENSBTAG00000013026	red	#FF0000
ENSBTAG00000013029	turquoise	#40E0D0
ENSBTAG00000013030	turquoise	#40E0D0
ENSBTAG00000013031	black	#000000
ENSBTAG00000013032	midnightblue	#191970
ENSBTAG00000013033	green	#00FF00
ENSBTAG00000013038	brown	#A52A2A
ENSBTAG00000013039	lightgreen	#90EE90
ENSBTAG00000013042	green	#00FF00
ENSBTAG00000013045	turquoise	#40E0D0
ENSBTAG00000013046	turquoise	#40E0D0
ENSBTAG00000013048	salmon	#FA8072
ENSBTAG00000013050	yellow	#FFFF00
ENSBTAG00000013057	black	#000000
ENSBTAG00000013060	pink	#FFC0CB
ENSBTAG00000013063	pink	#FFC0CB
ENSBTAG00000013068	purple	#A020F0
ENSBTAG00000013069	green	#00FF00
ENSBTAG00000013070	turquoise	#40E0D0
ENSBTAG00000013072	brown	#A52A2A
ENSBTAG00000013074	brown	#A52A2A
ENSBTAG00000013076	green	#00FF00
ENSBTAG00000013081	turquoise	#40E0D0
ENSBTAG00000013098	turquoise	#40E0D0
ENSBTAG00000013109	black	#000000
ENSBTAG00000013110	turquoise	#40E0D0
ENSBTAG00000013111	turquoise	#40E0D0
ENSBTAG00000013112	purple	#A020F0
ENSBTAG00000013113	brown	#A52A2A
ENSBTAG00000013114	magenta	#FF00FF
ENSBTAG00000013120	green	#00FF00
ENSBTAG00000013123	turquoise	#40E0D0
ENSBTAG00000013126	turquoise	#40E0D0
ENSBTAG00000013127	turquoise	#40E0D0
ENSBTAG00000013128	purple	#A020F0
ENSBTAG00000013133	blue	#0000FF
ENSBTAG00000013136	turquoise	#40E0D0
ENSBTAG00000013138	turquoise	#40E0D0
ENSBTAG00000013142	pink	#FFC0CB
ENSBTAG00000013143	blue	#0000FF
ENSBTAG00000013145	purple	#A020F0
ENSBTAG00000013149	lightcyan	#E0FFFF
ENSBTAG00000013150	turquoise	#40E0D0
ENSBTAG00000013152	turquoise	#40E0D0
ENSBTAG00000013153	turquoise	#40E0D0
ENSBTAG00000013159	magenta	#FF00FF
ENSBTAG00000013162	midnightblue	#191970
ENSBTAG00000013165	turquoise	#40E0D0
ENSBTAG00000013166	turquoise	#40E0D0
ENSBTAG00000013169	blue	#0000FF
ENSBTAG00000013175	yellow	#FFFF00
ENSBTAG00000013180	tan	#D2B48C
ENSBTAG00000013184	darkred	#8B0000
ENSBTAG00000013196	greenyellow	#ADFF2F
ENSBTAG00000013197	turquoise	#40E0D0
ENSBTAG00000013204	turquoise	#40E0D0
ENSBTAG00000013205	blue	#0000FF
ENSBTAG00000013211	blue	#0000FF
ENSBTAG00000013212	turquoise	#40E0D0
ENSBTAG00000013214	lightgreen	#90EE90
ENSBTAG00000013215	turquoise	#40E0D0
ENSBTAG00000013218	pink	#FFC0CB
ENSBTAG00000013221	green	#00FF00
ENSBTAG00000013224	black	#000000
ENSBTAG00000013225	darkgrey	#A9A9A9
ENSBTAG00000013226	yellow	#FFFF00
ENSBTAG00000013236	midnightblue	#191970
ENSBTAG00000013238	darkgreen	#006400
ENSBTAG00000013240	yellow	#FFFF00
ENSBTAG00000013244	blue	#0000FF
ENSBTAG00000013245	turquoise	#40E0D0
ENSBTAG00000013250	cyan	#00FFFF
ENSBTAG00000013251	turquoise	#40E0D0
ENSBTAG00000013253	yellow	#FFFF00
ENSBTAG00000013254	darkorange	#FF8C00
ENSBTAG00000013256	red	#FF0000
ENSBTAG00000013259	turquoise	#40E0D0
ENSBTAG00000013263	lightgreen	#90EE90
ENSBTAG00000013270	brown	#A52A2A
ENSBTAG00000013271	royalblue	#4169E1
ENSBTAG00000013273	green	#00FF00
ENSBTAG00000013281	yellow	#FFFF00
ENSBTAG00000013282	brown	#A52A2A
ENSBTAG00000013283	orange	#FFA500
ENSBTAG00000013284	black	#000000
ENSBTAG00000013288	brown	#A52A2A
ENSBTAG00000013289	blue	#0000FF
ENSBTAG00000013291	turquoise	#40E0D0
ENSBTAG00000013292	black	#000000
ENSBTAG00000013301	blue	#0000FF
ENSBTAG00000013302	white	#FFFFFF
ENSBTAG00000013303	turquoise	#40E0D0
ENSBTAG00000013306	red	#FF0000
ENSBTAG00000013309	royalblue	#4169E1
ENSBTAG00000013314	yellow	#FFFF00
ENSBTAG00000013316	turquoise	#40E0D0
ENSBTAG00000013317	greenyellow	#ADFF2F
ENSBTAG00000013321	red	#FF0000
ENSBTAG00000013329	turquoise	#40E0D0
ENSBTAG00000013330	brown	#A52A2A
ENSBTAG00000013334	brown	#A52A2A
ENSBTAG00000013337	turquoise	#40E0D0
ENSBTAG00000013340	blue	#0000FF
ENSBTAG00000013353	green	#00FF00
ENSBTAG00000013357	pink	#FFC0CB
ENSBTAG00000013362	brown	#A52A2A
ENSBTAG00000013363	midnightblue	#191970
ENSBTAG00000013367	brown	#A52A2A
ENSBTAG00000013371	pink	#FFC0CB
ENSBTAG00000013380	blue	#0000FF
ENSBTAG00000013387	turquoise	#40E0D0
ENSBTAG00000013393	blue	#0000FF
ENSBTAG00000013400	cyan	#00FFFF
ENSBTAG00000013401	blue	#0000FF
ENSBTAG00000013403	turquoise	#40E0D0
ENSBTAG00000013405	black	#000000
ENSBTAG00000013406	turquoise	#40E0D0
ENSBTAG00000013408	pink	#FFC0CB
ENSBTAG00000013410	darkturquoise	#00CED1
ENSBTAG00000013411	brown	#A52A2A
ENSBTAG00000013412	greenyellow	#ADFF2F
ENSBTAG00000013413	turquoise	#40E0D0
ENSBTAG00000013414	turquoise	#40E0D0
ENSBTAG00000013421	blue	#0000FF
ENSBTAG00000013425	greenyellow	#ADFF2F
ENSBTAG00000013436	turquoise	#40E0D0
ENSBTAG00000013440	turquoise	#40E0D0
ENSBTAG00000013449	darkred	#8B0000
ENSBTAG00000013451	royalblue	#4169E1
ENSBTAG00000013454	purple	#A020F0
ENSBTAG00000013455	darkred	#8B0000
ENSBTAG00000013460	royalblue	#4169E1
ENSBTAG00000013462	turquoise	#40E0D0
ENSBTAG00000013464	green	#00FF00
ENSBTAG00000013465	pink	#FFC0CB
ENSBTAG00000013468	pink	#FFC0CB
ENSBTAG00000013472	red	#FF0000
ENSBTAG00000013475	black	#000000
ENSBTAG00000013480	turquoise	#40E0D0
ENSBTAG00000013483	blue	#0000FF
ENSBTAG00000013486	blue	#0000FF
ENSBTAG00000013489	blue	#0000FF
ENSBTAG00000013493	pink	#FFC0CB
ENSBTAG00000013496	turquoise	#40E0D0
ENSBTAG00000013507	lightcyan	#E0FFFF
ENSBTAG00000013511	red	#FF0000
ENSBTAG00000013513	midnightblue	#191970
ENSBTAG00000013515	greenyellow	#ADFF2F
ENSBTAG00000013523	turquoise	#40E0D0
ENSBTAG00000013524	brown	#A52A2A
ENSBTAG00000013526	yellow	#FFFF00
ENSBTAG00000013528	brown	#A52A2A
ENSBTAG00000013535	turquoise	#40E0D0
ENSBTAG00000013538	yellow	#FFFF00
ENSBTAG00000013544	brown	#A52A2A
ENSBTAG00000013545	turquoise	#40E0D0
ENSBTAG00000013555	blue	#0000FF
ENSBTAG00000013557	grey60	#999999
ENSBTAG00000013562	yellow	#FFFF00
ENSBTAG00000013563	black	#000000
ENSBTAG00000013568	turquoise	#40E0D0
ENSBTAG00000013569	yellow	#FFFF00
ENSBTAG00000013577	blue	#0000FF
ENSBTAG00000013580	white	#FFFFFF
ENSBTAG00000013581	darkorange	#FF8C00
ENSBTAG00000013587	brown	#A52A2A
ENSBTAG00000013589	brown	#A52A2A
ENSBTAG00000013591	yellow	#FFFF00
ENSBTAG00000013592	blue	#0000FF
ENSBTAG00000013593	turquoise	#40E0D0
ENSBTAG00000013600	salmon	#FA8072
ENSBTAG00000013602	darkgrey	#A9A9A9
ENSBTAG00000013607	brown	#A52A2A
ENSBTAG00000013612	blue	#0000FF
ENSBTAG00000013613	salmon	#FA8072
ENSBTAG00000013615	green	#00FF00
ENSBTAG00000013616	green	#00FF00
ENSBTAG00000013620	black	#000000
ENSBTAG00000013621	black	#000000
ENSBTAG00000013624	turquoise	#40E0D0
ENSBTAG00000013628	yellow	#FFFF00
ENSBTAG00000013629	blue	#0000FF
ENSBTAG00000013632	red	#FF0000
ENSBTAG00000013636	turquoise	#40E0D0
ENSBTAG00000013641	turquoise	#40E0D0
ENSBTAG00000013644	red	#FF0000
ENSBTAG00000013645	yellow	#FFFF00
ENSBTAG00000013651	turquoise	#40E0D0
ENSBTAG00000013652	pink	#FFC0CB
ENSBTAG00000013653	brown	#A52A2A
ENSBTAG00000013658	yellow	#FFFF00
ENSBTAG00000013663	blue	#0000FF
ENSBTAG00000013669	turquoise	#40E0D0
ENSBTAG00000013670	turquoise	#40E0D0
ENSBTAG00000013677	darkorange	#FF8C00
ENSBTAG00000013678	green	#00FF00
ENSBTAG00000013697	turquoise	#40E0D0
ENSBTAG00000013699	magenta	#FF00FF
ENSBTAG00000013700	lightgreen	#90EE90
ENSBTAG00000013702	blue	#0000FF
ENSBTAG00000013706	turquoise	#40E0D0
ENSBTAG00000013708	turquoise	#40E0D0
ENSBTAG00000013716	tan	#D2B48C
ENSBTAG00000013723	turquoise	#40E0D0
ENSBTAG00000013725	turquoise	#40E0D0
ENSBTAG00000013727	black	#000000
ENSBTAG00000013730	turquoise	#40E0D0
ENSBTAG00000013732	lightcyan	#E0FFFF
ENSBTAG00000013734	blue	#0000FF
ENSBTAG00000013735	blue	#0000FF
ENSBTAG00000013740	green	#00FF00
ENSBTAG00000013745	turquoise	#40E0D0
ENSBTAG00000013749	brown	#A52A2A
ENSBTAG00000013750	blue	#0000FF
ENSBTAG00000013753	turquoise	#40E0D0
ENSBTAG00000013757	darkgreen	#006400
ENSBTAG00000013763	red	#FF0000
ENSBTAG00000013772	darkgreen	#006400
ENSBTAG00000013776	turquoise	#40E0D0
ENSBTAG00000013781	turquoise	#40E0D0
ENSBTAG00000013784	pink	#FFC0CB
ENSBTAG00000013790	darkgreen	#006400
ENSBTAG00000013793	turquoise	#40E0D0
ENSBTAG00000013806	blue	#0000FF
ENSBTAG00000013812	pink	#FFC0CB
ENSBTAG00000013813	blue	#0000FF
ENSBTAG00000013821	brown	#A52A2A
ENSBTAG00000013825	turquoise	#40E0D0
ENSBTAG00000013830	grey60	#999999
ENSBTAG00000013832	magenta	#FF00FF
ENSBTAG00000013836	blue	#0000FF
ENSBTAG00000013842	turquoise	#40E0D0
ENSBTAG00000013851	midnightblue	#191970
ENSBTAG00000013856	yellow	#FFFF00
ENSBTAG00000013858	darkgreen	#006400
ENSBTAG00000013859	yellow	#FFFF00
ENSBTAG00000013861	blue	#0000FF
ENSBTAG00000013871	red	#FF0000
ENSBTAG00000013875	red	#FF0000
ENSBTAG00000013885	midnightblue	#191970
ENSBTAG00000013888	red	#FF0000
ENSBTAG00000013899	tan	#D2B48C
ENSBTAG00000013900	brown	#A52A2A
ENSBTAG00000013901	brown	#A52A2A
ENSBTAG00000013905	purple	#A020F0
ENSBTAG00000013909	red	#FF0000
ENSBTAG00000013912	greenyellow	#ADFF2F
ENSBTAG00000013914	turquoise	#40E0D0
ENSBTAG00000013915	blue	#0000FF
ENSBTAG00000013916	green	#00FF00
ENSBTAG00000013917	turquoise	#40E0D0
ENSBTAG00000013919	grey60	#999999
ENSBTAG00000013925	tan	#D2B48C
ENSBTAG00000013926	turquoise	#40E0D0
ENSBTAG00000013930	pink	#FFC0CB
ENSBTAG00000013935	turquoise	#40E0D0
ENSBTAG00000013937	turquoise	#40E0D0
ENSBTAG00000013938	darkgrey	#A9A9A9
ENSBTAG00000013941	green	#00FF00
ENSBTAG00000013946	purple	#A020F0
ENSBTAG00000013947	green	#00FF00
ENSBTAG00000013949	purple	#A020F0
ENSBTAG00000013951	green	#00FF00
ENSBTAG00000013952	purple	#A020F0
ENSBTAG00000013953	blue	#0000FF
ENSBTAG00000013955	yellow	#FFFF00
ENSBTAG00000013956	magenta	#FF00FF
ENSBTAG00000013957	yellow	#FFFF00
ENSBTAG00000013960	blue	#0000FF
ENSBTAG00000013961	greenyellow	#ADFF2F
ENSBTAG00000013971	turquoise	#40E0D0
ENSBTAG00000013976	magenta	#FF00FF
ENSBTAG00000013981	turquoise	#40E0D0
ENSBTAG00000013988	turquoise	#40E0D0
ENSBTAG00000013992	turquoise	#40E0D0
ENSBTAG00000013999	turquoise	#40E0D0
ENSBTAG00000014002	greenyellow	#ADFF2F
ENSBTAG00000014006	darkred	#8B0000
ENSBTAG00000014007	blue	#0000FF
ENSBTAG00000014014	blue	#0000FF
ENSBTAG00000014015	yellow	#FFFF00
ENSBTAG00000014016	darkorange	#FF8C00
ENSBTAG00000014017	black	#000000
ENSBTAG00000014021	tan	#D2B48C
ENSBTAG00000014023	royalblue	#4169E1
ENSBTAG00000014026	darkturquoise	#00CED1
ENSBTAG00000014028	yellow	#FFFF00
ENSBTAG00000014029	skyblue	#87CEEB
ENSBTAG00000014030	turquoise	#40E0D0
ENSBTAG00000014031	green	#00FF00
ENSBTAG00000014032	purple	#A020F0
ENSBTAG00000014041	pink	#FFC0CB
ENSBTAG00000014042	brown	#A52A2A
ENSBTAG00000014043	brown	#A52A2A
ENSBTAG00000014044	green	#00FF00
ENSBTAG00000014048	black	#000000
ENSBTAG00000014053	blue	#0000FF
ENSBTAG00000014057	black	#000000
ENSBTAG00000014059	green	#00FF00
ENSBTAG00000014064	red	#FF0000
ENSBTAG00000014068	brown	#A52A2A
ENSBTAG00000014074	black	#000000
ENSBTAG00000014076	magenta	#FF00FF
ENSBTAG00000014079	tan	#D2B48C
ENSBTAG00000014080	yellow	#FFFF00
ENSBTAG00000014088	blue	#0000FF
ENSBTAG00000014089	turquoise	#40E0D0
ENSBTAG00000014091	yellow	#FFFF00
ENSBTAG00000014093	brown	#A52A2A
ENSBTAG00000014095	blue	#0000FF
ENSBTAG00000014096	blue	#0000FF
ENSBTAG00000014099	yellow	#FFFF00
ENSBTAG00000014106	green	#00FF00
ENSBTAG00000014111	green	#00FF00
ENSBTAG00000014112	yellow	#FFFF00
ENSBTAG00000014118	yellow	#FFFF00
ENSBTAG00000014119	turquoise	#40E0D0
ENSBTAG00000014122	turquoise	#40E0D0
ENSBTAG00000014123	greenyellow	#ADFF2F
ENSBTAG00000014124	blue	#0000FF
ENSBTAG00000014126	turquoise	#40E0D0
ENSBTAG00000014129	pink	#FFC0CB
ENSBTAG00000014130	brown	#A52A2A
ENSBTAG00000014132	blue	#0000FF
ENSBTAG00000014137	blue	#0000FF
ENSBTAG00000014138	blue	#0000FF
ENSBTAG00000014140	salmon	#FA8072
ENSBTAG00000014146	salmon	#FA8072
ENSBTAG00000014151	darkorange	#FF8C00
ENSBTAG00000014153	purple	#A020F0
ENSBTAG00000014156	black	#000000
ENSBTAG00000014158	tan	#D2B48C
ENSBTAG00000014159	turquoise	#40E0D0
ENSBTAG00000014161	black	#000000
ENSBTAG00000014166	turquoise	#40E0D0
ENSBTAG00000014167	yellow	#FFFF00
ENSBTAG00000014170	turquoise	#40E0D0
ENSBTAG00000014171	darkturquoise	#00CED1
ENSBTAG00000014172	yellow	#FFFF00
ENSBTAG00000014175	pink	#FFC0CB
ENSBTAG00000014178	yellow	#FFFF00
ENSBTAG00000014181	royalblue	#4169E1
ENSBTAG00000014182	turquoise	#40E0D0
ENSBTAG00000014186	darkturquoise	#00CED1
ENSBTAG00000014199	turquoise	#40E0D0
ENSBTAG00000014202	turquoise	#40E0D0
ENSBTAG00000014204	orange	#FFA500
ENSBTAG00000014205	tan	#D2B48C
ENSBTAG00000014207	blue	#0000FF
ENSBTAG00000014211	turquoise	#40E0D0
ENSBTAG00000014217	turquoise	#40E0D0
ENSBTAG00000014227	turquoise	#40E0D0
ENSBTAG00000014230	yellow	#FFFF00
ENSBTAG00000014233	pink	#FFC0CB
ENSBTAG00000014237	brown	#A52A2A
ENSBTAG00000014248	salmon	#FA8072
ENSBTAG00000014249	midnightblue	#191970
ENSBTAG00000014253	green	#00FF00
ENSBTAG00000014255	blue	#0000FF
ENSBTAG00000014262	turquoise	#40E0D0
ENSBTAG00000014265	grey60	#999999
ENSBTAG00000014269	turquoise	#40E0D0
ENSBTAG00000014270	red	#FF0000
ENSBTAG00000014273	black	#000000
ENSBTAG00000014286	blue	#0000FF
ENSBTAG00000014289	turquoise	#40E0D0
ENSBTAG00000014294	turquoise	#40E0D0
ENSBTAG00000014295	midnightblue	#191970
ENSBTAG00000014297	turquoise	#40E0D0
ENSBTAG00000014302	green	#00FF00
ENSBTAG00000014304	red	#FF0000
ENSBTAG00000014306	yellow	#FFFF00
ENSBTAG00000014310	pink	#FFC0CB
ENSBTAG00000014314	turquoise	#40E0D0
ENSBTAG00000014316	purple	#A020F0
ENSBTAG00000014318	black	#000000
ENSBTAG00000014320	green	#00FF00
ENSBTAG00000014322	blue	#0000FF
ENSBTAG00000014324	greenyellow	#ADFF2F
ENSBTAG00000014325	turquoise	#40E0D0
ENSBTAG00000014334	brown	#A52A2A
ENSBTAG00000014336	brown	#A52A2A
ENSBTAG00000014337	turquoise	#40E0D0
ENSBTAG00000014351	tan	#D2B48C
ENSBTAG00000014357	red	#FF0000
ENSBTAG00000014361	blue	#0000FF
ENSBTAG00000014367	brown	#A52A2A
ENSBTAG00000014368	greenyellow	#ADFF2F
ENSBTAG00000014376	pink	#FFC0CB
ENSBTAG00000014377	brown	#A52A2A
ENSBTAG00000014381	red	#FF0000
ENSBTAG00000014389	green	#00FF00
ENSBTAG00000014392	purple	#A020F0
ENSBTAG00000014393	grey60	#999999
ENSBTAG00000014396	brown	#A52A2A
ENSBTAG00000014399	tan	#D2B48C
ENSBTAG00000014400	turquoise	#40E0D0
ENSBTAG00000014402	magenta	#FF00FF
ENSBTAG00000014405	blue	#0000FF
ENSBTAG00000014406	brown	#A52A2A
ENSBTAG00000014407	blue	#0000FF
ENSBTAG00000014409	red	#FF0000
ENSBTAG00000014415	blue	#0000FF
ENSBTAG00000014417	turquoise	#40E0D0
ENSBTAG00000014422	brown	#A52A2A
ENSBTAG00000014423	turquoise	#40E0D0
ENSBTAG00000014429	turquoise	#40E0D0
ENSBTAG00000014430	salmon	#FA8072
ENSBTAG00000014432	blue	#0000FF
ENSBTAG00000014433	magenta	#FF00FF
ENSBTAG00000014447	turquoise	#40E0D0
ENSBTAG00000014448	magenta	#FF00FF
ENSBTAG00000014450	turquoise	#40E0D0
ENSBTAG00000014451	black	#000000
ENSBTAG00000014454	turquoise	#40E0D0
ENSBTAG00000014458	black	#000000
ENSBTAG00000014459	green	#00FF00
ENSBTAG00000014460	skyblue	#87CEEB
ENSBTAG00000014463	darkred	#8B0000
ENSBTAG00000014468	blue	#0000FF
ENSBTAG00000014469	yellow	#FFFF00
ENSBTAG00000014474	grey60	#999999
ENSBTAG00000014476	salmon	#FA8072
ENSBTAG00000014478	brown	#A52A2A
ENSBTAG00000014479	yellow	#FFFF00
ENSBTAG00000014482	black	#000000
ENSBTAG00000014490	brown	#A52A2A
ENSBTAG00000014492	turquoise	#40E0D0
ENSBTAG00000014493	black	#000000
ENSBTAG00000014494	turquoise	#40E0D0
ENSBTAG00000014495	pink	#FFC0CB
ENSBTAG00000014496	turquoise	#40E0D0
ENSBTAG00000014503	blue	#0000FF
ENSBTAG00000014505	brown	#A52A2A
ENSBTAG00000014508	blue	#0000FF
ENSBTAG00000014511	brown	#A52A2A
ENSBTAG00000014512	green	#00FF00
ENSBTAG00000014515	white	#FFFFFF
ENSBTAG00000014520	turquoise	#40E0D0
ENSBTAG00000014521	turquoise	#40E0D0
ENSBTAG00000014522	royalblue	#4169E1
ENSBTAG00000014525	red	#FF0000
ENSBTAG00000014526	turquoise	#40E0D0
ENSBTAG00000014529	turquoise	#40E0D0
ENSBTAG00000014536	yellow	#FFFF00
ENSBTAG00000014547	turquoise	#40E0D0
ENSBTAG00000014548	turquoise	#40E0D0
ENSBTAG00000014549	brown	#A52A2A
ENSBTAG00000014550	brown	#A52A2A
ENSBTAG00000014551	tan	#D2B48C
ENSBTAG00000014553	turquoise	#40E0D0
ENSBTAG00000014555	turquoise	#40E0D0
ENSBTAG00000014558	pink	#FFC0CB
ENSBTAG00000014561	tan	#D2B48C
ENSBTAG00000014564	turquoise	#40E0D0
ENSBTAG00000014589	lightcyan	#E0FFFF
ENSBTAG00000014592	tan	#D2B48C
ENSBTAG00000014593	turquoise	#40E0D0
ENSBTAG00000014597	turquoise	#40E0D0
ENSBTAG00000014598	royalblue	#4169E1
ENSBTAG00000014602	blue	#0000FF
ENSBTAG00000014605	magenta	#FF00FF
ENSBTAG00000014608	brown	#A52A2A
ENSBTAG00000014609	greenyellow	#ADFF2F
ENSBTAG00000014611	brown	#A52A2A
ENSBTAG00000014612	darkturquoise	#00CED1
ENSBTAG00000014615	turquoise	#40E0D0
ENSBTAG00000014616	green	#00FF00
ENSBTAG00000014619	red	#FF0000
ENSBTAG00000014623	blue	#0000FF
ENSBTAG00000014626	brown	#A52A2A
ENSBTAG00000014628	turquoise	#40E0D0
ENSBTAG00000014632	red	#FF0000
ENSBTAG00000014633	blue	#0000FF
ENSBTAG00000014644	turquoise	#40E0D0
ENSBTAG00000014648	purple	#A020F0
ENSBTAG00000014649	yellow	#FFFF00
ENSBTAG00000014650	brown	#A52A2A
ENSBTAG00000014651	lightcyan	#E0FFFF
ENSBTAG00000014655	blue	#0000FF
ENSBTAG00000014659	turquoise	#40E0D0
ENSBTAG00000014660	pink	#FFC0CB
ENSBTAG00000014668	turquoise	#40E0D0
ENSBTAG00000014669	turquoise	#40E0D0
ENSBTAG00000014675	blue	#0000FF
ENSBTAG00000014677	turquoise	#40E0D0
ENSBTAG00000014679	green	#00FF00
ENSBTAG00000014680	brown	#A52A2A
ENSBTAG00000014689	turquoise	#40E0D0
ENSBTAG00000014691	darkred	#8B0000
ENSBTAG00000014692	blue	#0000FF
ENSBTAG00000014694	brown	#A52A2A
ENSBTAG00000014697	brown	#A52A2A
ENSBTAG00000014698	green	#00FF00
ENSBTAG00000014700	magenta	#FF00FF
ENSBTAG00000014712	blue	#0000FF
ENSBTAG00000014714	magenta	#FF00FF
ENSBTAG00000014722	green	#00FF00
ENSBTAG00000014724	grey60	#999999
ENSBTAG00000014725	brown	#A52A2A
ENSBTAG00000014727	turquoise	#40E0D0
ENSBTAG00000014730	yellow	#FFFF00
ENSBTAG00000014733	turquoise	#40E0D0
ENSBTAG00000014734	pink	#FFC0CB
ENSBTAG00000014744	yellow	#FFFF00
ENSBTAG00000014752	magenta	#FF00FF
ENSBTAG00000014759	grey60	#999999
ENSBTAG00000014766	midnightblue	#191970
ENSBTAG00000014768	magenta	#FF00FF
ENSBTAG00000014769	turquoise	#40E0D0
ENSBTAG00000014771	green	#00FF00
ENSBTAG00000014772	turquoise	#40E0D0
ENSBTAG00000014773	turquoise	#40E0D0
ENSBTAG00000014779	turquoise	#40E0D0
ENSBTAG00000014782	blue	#0000FF
ENSBTAG00000014784	blue	#0000FF
ENSBTAG00000014786	darkturquoise	#00CED1
ENSBTAG00000014790	brown	#A52A2A
ENSBTAG00000014792	blue	#0000FF
ENSBTAG00000014793	black	#000000
ENSBTAG00000014794	darkturquoise	#00CED1
ENSBTAG00000014797	blue	#0000FF
ENSBTAG00000014799	turquoise	#40E0D0
ENSBTAG00000014804	darkgreen	#006400
ENSBTAG00000014805	turquoise	#40E0D0
ENSBTAG00000014806	turquoise	#40E0D0
ENSBTAG00000014807	purple	#A020F0
ENSBTAG00000014809	brown	#A52A2A
ENSBTAG00000014814	midnightblue	#191970
ENSBTAG00000014820	pink	#FFC0CB
ENSBTAG00000014821	turquoise	#40E0D0
ENSBTAG00000014823	darkorange	#FF8C00
ENSBTAG00000014825	skyblue	#87CEEB
ENSBTAG00000014826	darkgreen	#006400
ENSBTAG00000014827	tan	#D2B48C
ENSBTAG00000014841	turquoise	#40E0D0
ENSBTAG00000014850	turquoise	#40E0D0
ENSBTAG00000014858	darkorange	#FF8C00
ENSBTAG00000014861	turquoise	#40E0D0
ENSBTAG00000014863	brown	#A52A2A
ENSBTAG00000014873	green	#00FF00
ENSBTAG00000014874	brown	#A52A2A
ENSBTAG00000014877	purple	#A020F0
ENSBTAG00000014879	turquoise	#40E0D0
ENSBTAG00000014884	turquoise	#40E0D0
ENSBTAG00000014886	black	#000000
ENSBTAG00000014889	turquoise	#40E0D0
ENSBTAG00000014891	purple	#A020F0
ENSBTAG00000014898	turquoise	#40E0D0
ENSBTAG00000014904	salmon	#FA8072
ENSBTAG00000014906	turquoise	#40E0D0
ENSBTAG00000014917	pink	#FFC0CB
ENSBTAG00000014918	turquoise	#40E0D0
ENSBTAG00000014927	tan	#D2B48C
ENSBTAG00000014933	magenta	#FF00FF
ENSBTAG00000014934	tan	#D2B48C
ENSBTAG00000014936	purple	#A020F0
ENSBTAG00000014943	blue	#0000FF
ENSBTAG00000014944	pink	#FFC0CB
ENSBTAG00000014953	magenta	#FF00FF
ENSBTAG00000014958	turquoise	#40E0D0
ENSBTAG00000014967	red	#FF0000
ENSBTAG00000014972	purple	#A020F0
ENSBTAG00000014974	darkturquoise	#00CED1
ENSBTAG00000014979	blue	#0000FF
ENSBTAG00000014982	turquoise	#40E0D0
ENSBTAG00000014984	royalblue	#4169E1
ENSBTAG00000014995	turquoise	#40E0D0
ENSBTAG00000015000	salmon	#FA8072
ENSBTAG00000015004	turquoise	#40E0D0
ENSBTAG00000015005	turquoise	#40E0D0
ENSBTAG00000015007	black	#000000
ENSBTAG00000015010	brown	#A52A2A
ENSBTAG00000015012	blue	#0000FF
ENSBTAG00000015013	turquoise	#40E0D0
ENSBTAG00000015014	turquoise	#40E0D0
ENSBTAG00000015015	turquoise	#40E0D0
ENSBTAG00000015018	blue	#0000FF
ENSBTAG00000015019	black	#000000
ENSBTAG00000015022	salmon	#FA8072
ENSBTAG00000015024	turquoise	#40E0D0
ENSBTAG00000015025	black	#000000
ENSBTAG00000015026	green	#00FF00
ENSBTAG00000015034	brown	#A52A2A
ENSBTAG00000015036	brown	#A52A2A
ENSBTAG00000015037	blue	#0000FF
ENSBTAG00000015038	purple	#A020F0
ENSBTAG00000015042	brown	#A52A2A
ENSBTAG00000015049	blue	#0000FF
ENSBTAG00000015053	turquoise	#40E0D0
ENSBTAG00000015060	turquoise	#40E0D0
ENSBTAG00000015066	green	#00FF00
ENSBTAG00000015069	purple	#A020F0
ENSBTAG00000015076	greenyellow	#ADFF2F
ENSBTAG00000015077	turquoise	#40E0D0
ENSBTAG00000015080	red	#FF0000
ENSBTAG00000015083	salmon	#FA8072
ENSBTAG00000015087	turquoise	#40E0D0
ENSBTAG00000015090	turquoise	#40E0D0
ENSBTAG00000015093	lightcyan	#E0FFFF
ENSBTAG00000015097	turquoise	#40E0D0
ENSBTAG00000015098	turquoise	#40E0D0
ENSBTAG00000015099	turquoise	#40E0D0
ENSBTAG00000015100	midnightblue	#191970
ENSBTAG00000015105	tan	#D2B48C
ENSBTAG00000015107	turquoise	#40E0D0
ENSBTAG00000015112	brown	#A52A2A
ENSBTAG00000015118	blue	#0000FF
ENSBTAG00000015119	black	#000000
ENSBTAG00000015124	magenta	#FF00FF
ENSBTAG00000015126	turquoise	#40E0D0
ENSBTAG00000015128	lightgreen	#90EE90
ENSBTAG00000015133	brown	#A52A2A
ENSBTAG00000015136	turquoise	#40E0D0
ENSBTAG00000015138	tan	#D2B48C
ENSBTAG00000015140	turquoise	#40E0D0
ENSBTAG00000015142	turquoise	#40E0D0
ENSBTAG00000015146	grey60	#999999
ENSBTAG00000015147	brown	#A52A2A
