modGenes	module	colourRGB
ENSBTAG00000047249	midnightblue	#191970
ENSBTAG00000047274	turquoise	#40E0D0
ENSBTAG00000047293	salmon	#FA8072
ENSBTAG00000047302	blue	#0000FF
ENSBTAG00000047314	turquoise	#40E0D0
ENSBTAG00000047317	lightcyan	#E0FFFF
ENSBTAG00000047338	blue	#0000FF
ENSBTAG00000047339	turquoise	#40E0D0
ENSBTAG00000047341	brown	#A52A2A
ENSBTAG00000047367	turquoise	#40E0D0
ENSBTAG00000047402	blue	#0000FF
ENSBTAG00000047428	brown	#A52A2A
ENSBTAG00000047434	yellow	#FFFF00
ENSBTAG00000047441	brown	#A52A2A
ENSBTAG00000047448	turquoise	#40E0D0
ENSBTAG00000047450	turquoise	#40E0D0
ENSBTAG00000047495	brown	#A52A2A
ENSBTAG00000047502	brown	#A52A2A
ENSBTAG00000047531	blue	#0000FF
ENSBTAG00000047532	yellow	#FFFF00
ENSBTAG00000047550	salmon	#FA8072
ENSBTAG00000047599	red	#FF0000
ENSBTAG00000047608	turquoise	#40E0D0
ENSBTAG00000047610	lightgreen	#90EE90
ENSBTAG00000047628	black	#000000
ENSBTAG00000047648	blue	#0000FF
ENSBTAG00000047649	tan	#D2B48C
ENSBTAG00000047650	blue	#0000FF
ENSBTAG00000047655	cyan	#00FFFF
ENSBTAG00000047661	red	#FF0000
ENSBTAG00000047670	red	#FF0000
ENSBTAG00000047675	turquoise	#40E0D0
ENSBTAG00000047676	blue	#0000FF
ENSBTAG00000047679	greenyellow	#ADFF2F
ENSBTAG00000047693	lightcyan	#E0FFFF
ENSBTAG00000047706	turquoise	#40E0D0
ENSBTAG00000047707	brown	#A52A2A
ENSBTAG00000047717	black	#000000
ENSBTAG00000047734	turquoise	#40E0D0
ENSBTAG00000047739	turquoise	#40E0D0
ENSBTAG00000047743	red	#FF0000
ENSBTAG00000047747	tan	#D2B48C
ENSBTAG00000047749	red	#FF0000
ENSBTAG00000047756	turquoise	#40E0D0
ENSBTAG00000047768	salmon	#FA8072
ENSBTAG00000047819	lightgreen	#90EE90
ENSBTAG00000047827	blue	#0000FF
ENSBTAG00000047834	greenyellow	#ADFF2F
ENSBTAG00000047855	darkturquoise	#00CED1
ENSBTAG00000047856	greenyellow	#ADFF2F
ENSBTAG00000047874	darkgreen	#006400
ENSBTAG00000047876	blue	#0000FF
ENSBTAG00000047930	green	#00FF00
ENSBTAG00000047942	yellow	#FFFF00
ENSBTAG00000047945	lightyellow	#FFFFE0
ENSBTAG00000047955	turquoise	#40E0D0
ENSBTAG00000047991	green	#00FF00
ENSBTAG00000048002	turquoise	#40E0D0
ENSBTAG00000048011	turquoise	#40E0D0
ENSBTAG00000048057	black	#000000
ENSBTAG00000048090	brown	#A52A2A
ENSBTAG00000048096	blue	#0000FF
ENSBTAG00000048107	salmon	#FA8072
ENSBTAG00000048109	red	#FF0000
ENSBTAG00000048140	turquoise	#40E0D0
ENSBTAG00000048143	cyan	#00FFFF
ENSBTAG00000048151	tan	#D2B48C
ENSBTAG00000048159	yellow	#FFFF00
ENSBTAG00000048166	cyan	#00FFFF
ENSBTAG00000048195	green	#00FF00
ENSBTAG00000048228	turquoise	#40E0D0
ENSBTAG00000048238	cyan	#00FFFF
ENSBTAG00000048246	turquoise	#40E0D0
ENSBTAG00000048262	blue	#0000FF
ENSBTAG00000048271	blue	#0000FF
ENSBTAG00000048286	turquoise	#40E0D0
ENSBTAG00000048295	lightcyan	#E0FFFF
ENSBTAG00000048320	turquoise	#40E0D0
ENSBTAG00000048329	blue	#0000FF
ENSBTAG00000048352	blue	#0000FF
ENSBTAG00000048364	blue	#0000FF
ENSBTAG00000048386	turquoise	#40E0D0
ENSBTAG00000048395	orange	#FFA500
ENSBTAG00000048400	red	#FF0000
ENSBTAG00000048402	pink	#FFC0CB
ENSBTAG00000048407	salmon	#FA8072
ENSBTAG00000048411	red	#FF0000
ENSBTAG00000048418	red	#FF0000
ENSBTAG00000048432	blue	#0000FF
ENSBTAG00000048438	green	#00FF00
ENSBTAG00000048448	lightcyan	#E0FFFF
ENSBTAG00000048460	green	#00FF00
ENSBTAG00000048466	turquoise	#40E0D0
ENSBTAG00000048486	blue	#0000FF
ENSBTAG00000048490	lightgreen	#90EE90
ENSBTAG00000048494	turquoise	#40E0D0
ENSBTAG00000048504	turquoise	#40E0D0
ENSBTAG00000048518	blue	#0000FF
ENSBTAG00000048519	skyblue	#87CEEB
ENSBTAG00000048529	red	#FF0000
ENSBTAG00000048535	lightcyan	#E0FFFF
ENSBTAG00000048545	red	#FF0000
ENSBTAG00000048552	turquoise	#40E0D0
ENSBTAG00000048553	greenyellow	#ADFF2F
ENSBTAG00000048558	turquoise	#40E0D0
ENSBTAG00000048576	red	#FF0000
ENSBTAG00000048589	lightcyan	#E0FFFF
ENSBTAG00000048591	blue	#0000FF
ENSBTAG00000048602	lightyellow	#FFFFE0
ENSBTAG00000048611	blue	#0000FF
ENSBTAG00000048618	lightcyan	#E0FFFF
ENSBTAG00000048620	turquoise	#40E0D0
ENSBTAG00000048622	greenyellow	#ADFF2F
ENSBTAG00000048628	red	#FF0000
ENSBTAG00000048631	brown	#A52A2A
ENSBTAG00000048640	cyan	#00FFFF
ENSBTAG00000048659	lightgreen	#90EE90
ENSBTAG00000048674	turquoise	#40E0D0
ENSBTAG00000048679	cyan	#00FFFF
ENSBTAG00000048685	red	#FF0000
ENSBTAG00000048686	lightcyan	#E0FFFF
ENSBTAG00000048692	blue	#0000FF
ENSBTAG00000048694	cyan	#00FFFF
ENSBTAG00000048699	magenta	#FF00FF
ENSBTAG00000048707	blue	#0000FF
ENSBTAG00000048708	lightyellow	#FFFFE0
ENSBTAG00000048719	blue	#0000FF
ENSBTAG00000048733	cyan	#00FFFF
ENSBTAG00000048740	pink	#FFC0CB
ENSBTAG00000048741	black	#000000
ENSBTAG00000048742	lightgreen	#90EE90
ENSBTAG00000048747	turquoise	#40E0D0
ENSBTAG00000048759	turquoise	#40E0D0
ENSBTAG00000048761	midnightblue	#191970
ENSBTAG00000048779	cyan	#00FFFF
ENSBTAG00000048798	tan	#D2B48C
ENSBTAG00000048800	turquoise	#40E0D0
ENSBTAG00000048809	brown	#A52A2A
ENSBTAG00000048810	purple	#A020F0
ENSBTAG00000048825	blue	#0000FF
ENSBTAG00000048843	pink	#FFC0CB
ENSBTAG00000048846	lightgreen	#90EE90
ENSBTAG00000048853	blue	#0000FF
ENSBTAG00000048859	turquoise	#40E0D0
ENSBTAG00000048867	turquoise	#40E0D0
ENSBTAG00000048868	lightyellow	#FFFFE0
ENSBTAG00000048876	green	#00FF00
ENSBTAG00000048877	lightgreen	#90EE90
ENSBTAG00000048898	cyan	#00FFFF
ENSBTAG00000048908	blue	#0000FF
ENSBTAG00000048922	lightgreen	#90EE90
ENSBTAG00000048926	blue	#0000FF
ENSBTAG00000048958	turquoise	#40E0D0
ENSBTAG00000048959	brown	#A52A2A
ENSBTAG00000048963	lightyellow	#FFFFE0
ENSBTAG00000048965	pink	#FFC0CB
ENSBTAG00000048968	lightcyan	#E0FFFF
ENSBTAG00000048974	blue	#0000FF
ENSBTAG00000048982	brown	#A52A2A
ENSBTAG00000048983	salmon	#FA8072
ENSBTAG00000048989	blue	#0000FF
ENSBTAG00000049003	blue	#0000FF
ENSBTAG00000049010	turquoise	#40E0D0
ENSBTAG00000049013	lightyellow	#FFFFE0
ENSBTAG00000049014	turquoise	#40E0D0
ENSBTAG00000049026	turquoise	#40E0D0
ENSBTAG00000049059	yellow	#FFFF00
ENSBTAG00000049064	lightcyan	#E0FFFF
ENSBTAG00000049073	lightgreen	#90EE90
ENSBTAG00000049095	red	#FF0000
ENSBTAG00000049098	blue	#0000FF
ENSBTAG00000049099	red	#FF0000
ENSBTAG00000049101	lightgreen	#90EE90
ENSBTAG00000049108	turquoise	#40E0D0
ENSBTAG00000049122	red	#FF0000
ENSBTAG00000049127	brown	#A52A2A
ENSBTAG00000049133	yellow	#FFFF00
ENSBTAG00000049143	red	#FF0000
ENSBTAG00000049156	turquoise	#40E0D0
ENSBTAG00000049157	lightcyan	#E0FFFF
ENSBTAG00000049184	cyan	#00FFFF
ENSBTAG00000049204	blue	#0000FF
ENSBTAG00000049211	red	#FF0000
ENSBTAG00000049213	cyan	#00FFFF
ENSBTAG00000049217	blue	#0000FF
ENSBTAG00000049228	blue	#0000FF
ENSBTAG00000049233	royalblue	#4169E1
ENSBTAG00000049240	lightgreen	#90EE90
ENSBTAG00000049248	blue	#0000FF
ENSBTAG00000049254	blue	#0000FF
ENSBTAG00000049264	blue	#0000FF
ENSBTAG00000049267	red	#FF0000
ENSBTAG00000049277	blue	#0000FF
ENSBTAG00000049296	yellow	#FFFF00
ENSBTAG00000049297	grey60	#999999
ENSBTAG00000049298	lightcyan	#E0FFFF
ENSBTAG00000049302	lightyellow	#FFFFE0
ENSBTAG00000049305	lightyellow	#FFFFE0
ENSBTAG00000049309	brown	#A52A2A
ENSBTAG00000049324	orange	#FFA500
ENSBTAG00000049329	lightyellow	#FFFFE0
ENSBTAG00000049335	blue	#0000FF
ENSBTAG00000049337	red	#FF0000
ENSBTAG00000049339	pink	#FFC0CB
ENSBTAG00000049341	grey60	#999999
ENSBTAG00000049346	turquoise	#40E0D0
ENSBTAG00000049353	lightcyan	#E0FFFF
ENSBTAG00000049354	lightyellow	#FFFFE0
ENSBTAG00000049358	green	#00FF00
ENSBTAG00000049374	lightcyan	#E0FFFF
ENSBTAG00000049375	red	#FF0000
ENSBTAG00000049395	red	#FF0000
ENSBTAG00000049396	lightyellow	#FFFFE0
ENSBTAG00000049402	turquoise	#40E0D0
ENSBTAG00000049405	lightcyan	#E0FFFF
ENSBTAG00000049411	blue	#0000FF
ENSBTAG00000049416	blue	#0000FF
ENSBTAG00000049424	lightyellow	#FFFFE0
ENSBTAG00000049467	turquoise	#40E0D0
ENSBTAG00000049471	lightyellow	#FFFFE0
ENSBTAG00000049479	cyan	#00FFFF
ENSBTAG00000049483	blue	#0000FF
ENSBTAG00000049487	darkgreen	#006400
ENSBTAG00000049490	green	#00FF00
ENSBTAG00000049492	lightcyan	#E0FFFF
ENSBTAG00000049529	lightgreen	#90EE90
ENSBTAG00000049537	red	#FF0000
ENSBTAG00000049538	lightgreen	#90EE90
ENSBTAG00000049539	lightgreen	#90EE90
ENSBTAG00000049541	blue	#0000FF
ENSBTAG00000049545	brown	#A52A2A
ENSBTAG00000049549	lightcyan	#E0FFFF
ENSBTAG00000049552	blue	#0000FF
ENSBTAG00000049571	royalblue	#4169E1
ENSBTAG00000049577	turquoise	#40E0D0
ENSBTAG00000049587	lightcyan	#E0FFFF
ENSBTAG00000049588	brown	#A52A2A
ENSBTAG00000049599	lightyellow	#FFFFE0
ENSBTAG00000049619	turquoise	#40E0D0
ENSBTAG00000049626	cyan	#00FFFF
ENSBTAG00000049627	lightyellow	#FFFFE0
ENSBTAG00000049634	lightgreen	#90EE90
ENSBTAG00000049647	cyan	#00FFFF
ENSBTAG00000049665	blue	#0000FF
ENSBTAG00000049694	lightyellow	#FFFFE0
ENSBTAG00000049698	turquoise	#40E0D0
ENSBTAG00000049707	cyan	#00FFFF
ENSBTAG00000049716	lightgreen	#90EE90
ENSBTAG00000049724	blue	#0000FF
ENSBTAG00000049730	blue	#0000FF
ENSBTAG00000049731	purple	#A020F0
ENSBTAG00000049733	yellow	#FFFF00
ENSBTAG00000049736	blue	#0000FF
ENSBTAG00000049744	red	#FF0000
ENSBTAG00000049772	turquoise	#40E0D0
ENSBTAG00000049786	cyan	#00FFFF
ENSBTAG00000049801	turquoise	#40E0D0
ENSBTAG00000049808	blue	#0000FF
ENSBTAG00000049814	green	#00FF00
ENSBTAG00000049822	blue	#0000FF
ENSBTAG00000049835	yellow	#FFFF00
ENSBTAG00000049842	black	#000000
ENSBTAG00000049846	cyan	#00FFFF
ENSBTAG00000049855	tan	#D2B48C
ENSBTAG00000049864	turquoise	#40E0D0
ENSBTAG00000049866	brown	#A52A2A
ENSBTAG00000049869	lightgreen	#90EE90
ENSBTAG00000049874	blue	#0000FF
ENSBTAG00000049881	yellow	#FFFF00
ENSBTAG00000049882	red	#FF0000
ENSBTAG00000049886	blue	#0000FF
ENSBTAG00000049910	turquoise	#40E0D0
ENSBTAG00000049918	red	#FF0000
ENSBTAG00000049925	lightyellow	#FFFFE0
ENSBTAG00000049928	blue	#0000FF
ENSBTAG00000049929	red	#FF0000
ENSBTAG00000049934	blue	#0000FF
ENSBTAG00000049938	lightcyan	#E0FFFF
ENSBTAG00000049945	greenyellow	#ADFF2F
ENSBTAG00000049952	red	#FF0000
ENSBTAG00000049965	orange	#FFA500
ENSBTAG00000049972	cyan	#00FFFF
ENSBTAG00000049980	cyan	#00FFFF
ENSBTAG00000049983	yellow	#FFFF00
ENSBTAG00000049989	turquoise	#40E0D0
ENSBTAG00000049994	lightyellow	#FFFFE0
ENSBTAG00000050009	lightcyan	#E0FFFF
ENSBTAG00000050035	green	#00FF00
ENSBTAG00000050042	red	#FF0000
ENSBTAG00000050049	orange	#FFA500
ENSBTAG00000050055	black	#000000
ENSBTAG00000050059	lightgreen	#90EE90
ENSBTAG00000050060	blue	#0000FF
ENSBTAG00000050061	turquoise	#40E0D0
ENSBTAG00000050069	lightcyan	#E0FFFF
ENSBTAG00000050070	red	#FF0000
ENSBTAG00000050091	blue	#0000FF
ENSBTAG00000050107	cyan	#00FFFF
ENSBTAG00000050108	turquoise	#40E0D0
ENSBTAG00000050110	turquoise	#40E0D0
ENSBTAG00000050129	blue	#0000FF
ENSBTAG00000050132	blue	#0000FF
ENSBTAG00000050135	black	#000000
ENSBTAG00000050149	blue	#0000FF
ENSBTAG00000050150	cyan	#00FFFF
ENSBTAG00000050151	yellow	#FFFF00
ENSBTAG00000050155	turquoise	#40E0D0
ENSBTAG00000050159	cyan	#00FFFF
ENSBTAG00000050161	blue	#0000FF
ENSBTAG00000050176	lightcyan	#E0FFFF
ENSBTAG00000050178	red	#FF0000
ENSBTAG00000050182	blue	#0000FF
ENSBTAG00000050187	turquoise	#40E0D0
ENSBTAG00000050195	black	#000000
ENSBTAG00000050203	lightcyan	#E0FFFF
ENSBTAG00000050206	lightyellow	#FFFFE0
ENSBTAG00000050216	cyan	#00FFFF
ENSBTAG00000050219	magenta	#FF00FF
ENSBTAG00000050222	blue	#0000FF
ENSBTAG00000050227	turquoise	#40E0D0
ENSBTAG00000050234	turquoise	#40E0D0
ENSBTAG00000050239	turquoise	#40E0D0
ENSBTAG00000050240	cyan	#00FFFF
ENSBTAG00000050242	turquoise	#40E0D0
ENSBTAG00000050243	turquoise	#40E0D0
ENSBTAG00000050249	turquoise	#40E0D0
ENSBTAG00000050263	black	#000000
ENSBTAG00000050267	red	#FF0000
ENSBTAG00000050269	turquoise	#40E0D0
ENSBTAG00000050278	lightcyan	#E0FFFF
ENSBTAG00000050300	cyan	#00FFFF
ENSBTAG00000050310	blue	#0000FF
ENSBTAG00000050320	blue	#0000FF
ENSBTAG00000050321	blue	#0000FF
ENSBTAG00000050333	turquoise	#40E0D0
ENSBTAG00000050334	turquoise	#40E0D0
ENSBTAG00000050347	darkturquoise	#00CED1
ENSBTAG00000050362	red	#FF0000
ENSBTAG00000050386	blue	#0000FF
ENSBTAG00000050388	turquoise	#40E0D0
ENSBTAG00000050389	blue	#0000FF
ENSBTAG00000050400	lightgreen	#90EE90
ENSBTAG00000050417	turquoise	#40E0D0
ENSBTAG00000050422	lightgreen	#90EE90
ENSBTAG00000050426	yellow	#FFFF00
ENSBTAG00000050438	turquoise	#40E0D0
ENSBTAG00000050452	cyan	#00FFFF
ENSBTAG00000050472	lightcyan	#E0FFFF
ENSBTAG00000050474	brown	#A52A2A
ENSBTAG00000050479	turquoise	#40E0D0
ENSBTAG00000050482	tan	#D2B48C
ENSBTAG00000050487	red	#FF0000
ENSBTAG00000050501	lightcyan	#E0FFFF
ENSBTAG00000050514	pink	#FFC0CB
ENSBTAG00000050535	red	#FF0000
ENSBTAG00000050576	cyan	#00FFFF
ENSBTAG00000050580	black	#000000
ENSBTAG00000050581	orange	#FFA500
ENSBTAG00000050582	cyan	#00FFFF
ENSBTAG00000050590	lightcyan	#E0FFFF
ENSBTAG00000050595	blue	#0000FF
ENSBTAG00000050596	turquoise	#40E0D0
ENSBTAG00000050602	turquoise	#40E0D0
ENSBTAG00000050620	turquoise	#40E0D0
ENSBTAG00000050621	black	#000000
ENSBTAG00000050631	lightcyan	#E0FFFF
ENSBTAG00000050658	cyan	#00FFFF
ENSBTAG00000050666	orange	#FFA500
ENSBTAG00000050674	lightyellow	#FFFFE0
ENSBTAG00000050690	blue	#0000FF
ENSBTAG00000050696	turquoise	#40E0D0
ENSBTAG00000050698	lightcyan	#E0FFFF
ENSBTAG00000050704	blue	#0000FF
ENSBTAG00000050705	yellow	#FFFF00
ENSBTAG00000050709	blue	#0000FF
ENSBTAG00000050712	turquoise	#40E0D0
ENSBTAG00000050713	tan	#D2B48C
ENSBTAG00000050718	turquoise	#40E0D0
ENSBTAG00000050722	blue	#0000FF
ENSBTAG00000050727	blue	#0000FF
ENSBTAG00000050748	greenyellow	#ADFF2F
ENSBTAG00000050755	lightcyan	#E0FFFF
ENSBTAG00000050757	turquoise	#40E0D0
ENSBTAG00000050759	cyan	#00FFFF
ENSBTAG00000050766	lightcyan	#E0FFFF
ENSBTAG00000050785	blue	#0000FF
ENSBTAG00000050804	blue	#0000FF
ENSBTAG00000050806	lightgreen	#90EE90
ENSBTAG00000050811	magenta	#FF00FF
ENSBTAG00000050834	red	#FF0000
ENSBTAG00000050837	blue	#0000FF
ENSBTAG00000050848	green	#00FF00
ENSBTAG00000050855	cyan	#00FFFF
ENSBTAG00000050871	blue	#0000FF
ENSBTAG00000050883	turquoise	#40E0D0
ENSBTAG00000050886	turquoise	#40E0D0
ENSBTAG00000050887	lightcyan	#E0FFFF
ENSBTAG00000050888	yellow	#FFFF00
ENSBTAG00000050891	brown	#A52A2A
ENSBTAG00000050897	cyan	#00FFFF
ENSBTAG00000050900	cyan	#00FFFF
ENSBTAG00000050904	greenyellow	#ADFF2F
ENSBTAG00000050908	blue	#0000FF
ENSBTAG00000050920	turquoise	#40E0D0
ENSBTAG00000050925	purple	#A020F0
ENSBTAG00000050932	blue	#0000FF
ENSBTAG00000050945	lightyellow	#FFFFE0
ENSBTAG00000050948	turquoise	#40E0D0
ENSBTAG00000050958	cyan	#00FFFF
ENSBTAG00000050962	yellow	#FFFF00
ENSBTAG00000050973	turquoise	#40E0D0
ENSBTAG00000050974	blue	#0000FF
ENSBTAG00000050981	turquoise	#40E0D0
ENSBTAG00000050993	yellow	#FFFF00
ENSBTAG00000051000	midnightblue	#191970
ENSBTAG00000051004	turquoise	#40E0D0
ENSBTAG00000051013	darkorange	#FF8C00
ENSBTAG00000051027	red	#FF0000
ENSBTAG00000051032	lightgreen	#90EE90
ENSBTAG00000051070	blue	#0000FF
ENSBTAG00000051074	lightcyan	#E0FFFF
ENSBTAG00000051076	brown	#A52A2A
ENSBTAG00000051080	grey60	#999999
ENSBTAG00000051082	blue	#0000FF
ENSBTAG00000051087	red	#FF0000
ENSBTAG00000051089	turquoise	#40E0D0
ENSBTAG00000051090	brown	#A52A2A
ENSBTAG00000051104	turquoise	#40E0D0
ENSBTAG00000051111	red	#FF0000
ENSBTAG00000051113	lightcyan	#E0FFFF
ENSBTAG00000051124	blue	#0000FF
ENSBTAG00000051139	turquoise	#40E0D0
ENSBTAG00000051140	blue	#0000FF
ENSBTAG00000051145	turquoise	#40E0D0
ENSBTAG00000051150	salmon	#FA8072
ENSBTAG00000051154	pink	#FFC0CB
ENSBTAG00000051173	cyan	#00FFFF
ENSBTAG00000051181	cyan	#00FFFF
ENSBTAG00000051185	cyan	#00FFFF
ENSBTAG00000051191	turquoise	#40E0D0
ENSBTAG00000051208	cyan	#00FFFF
ENSBTAG00000051215	blue	#0000FF
ENSBTAG00000051239	magenta	#FF00FF
ENSBTAG00000051267	blue	#0000FF
ENSBTAG00000051275	red	#FF0000
ENSBTAG00000051307	turquoise	#40E0D0
ENSBTAG00000051313	lightyellow	#FFFFE0
ENSBTAG00000051325	turquoise	#40E0D0
ENSBTAG00000051333	greenyellow	#ADFF2F
ENSBTAG00000051340	blue	#0000FF
ENSBTAG00000051352	turquoise	#40E0D0
ENSBTAG00000051354	lightgreen	#90EE90
ENSBTAG00000051357	turquoise	#40E0D0
ENSBTAG00000051365	red	#FF0000
ENSBTAG00000051366	orange	#FFA500
ENSBTAG00000051385	blue	#0000FF
ENSBTAG00000051386	turquoise	#40E0D0
ENSBTAG00000051402	turquoise	#40E0D0
ENSBTAG00000051419	blue	#0000FF
ENSBTAG00000051422	red	#FF0000
ENSBTAG00000051435	blue	#0000FF
ENSBTAG00000051448	blue	#0000FF
ENSBTAG00000051451	turquoise	#40E0D0
ENSBTAG00000051452	green	#00FF00
ENSBTAG00000051453	red	#FF0000
ENSBTAG00000051457	black	#000000
ENSBTAG00000051462	cyan	#00FFFF
ENSBTAG00000051479	magenta	#FF00FF
ENSBTAG00000051486	brown	#A52A2A
ENSBTAG00000051495	lightgreen	#90EE90
ENSBTAG00000051507	cyan	#00FFFF
ENSBTAG00000051508	turquoise	#40E0D0
ENSBTAG00000051509	orange	#FFA500
ENSBTAG00000051532	lightgreen	#90EE90
ENSBTAG00000051542	blue	#0000FF
ENSBTAG00000051562	turquoise	#40E0D0
ENSBTAG00000051564	red	#FF0000
ENSBTAG00000051572	turquoise	#40E0D0
ENSBTAG00000051577	red	#FF0000
ENSBTAG00000051596	lightyellow	#FFFFE0
ENSBTAG00000051609	turquoise	#40E0D0
ENSBTAG00000051614	lightgreen	#90EE90
ENSBTAG00000051618	blue	#0000FF
ENSBTAG00000051619	cyan	#00FFFF
ENSBTAG00000051621	blue	#0000FF
ENSBTAG00000051632	lightyellow	#FFFFE0
ENSBTAG00000051655	blue	#0000FF
ENSBTAG00000051657	orange	#FFA500
ENSBTAG00000051663	blue	#0000FF
ENSBTAG00000051668	lightgreen	#90EE90
ENSBTAG00000051675	turquoise	#40E0D0
ENSBTAG00000051678	turquoise	#40E0D0
ENSBTAG00000051680	turquoise	#40E0D0
ENSBTAG00000051681	turquoise	#40E0D0
ENSBTAG00000051716	lightgreen	#90EE90
ENSBTAG00000051725	blue	#0000FF
ENSBTAG00000051733	lightgreen	#90EE90
ENSBTAG00000051737	red	#FF0000
ENSBTAG00000051743	turquoise	#40E0D0
ENSBTAG00000051745	brown	#A52A2A
ENSBTAG00000051752	green	#00FF00
ENSBTAG00000051755	turquoise	#40E0D0
ENSBTAG00000051757	cyan	#00FFFF
ENSBTAG00000051767	blue	#0000FF
ENSBTAG00000051768	turquoise	#40E0D0
ENSBTAG00000051779	black	#000000
ENSBTAG00000051782	magenta	#FF00FF
ENSBTAG00000051786	red	#FF0000
ENSBTAG00000051794	greenyellow	#ADFF2F
ENSBTAG00000051797	blue	#0000FF
ENSBTAG00000051798	brown	#A52A2A
ENSBTAG00000051804	lightyellow	#FFFFE0
ENSBTAG00000051809	brown	#A52A2A
ENSBTAG00000051814	turquoise	#40E0D0
ENSBTAG00000051818	blue	#0000FF
ENSBTAG00000051821	blue	#0000FF
ENSBTAG00000051831	pink	#FFC0CB
ENSBTAG00000051851	blue	#0000FF
ENSBTAG00000051852	cyan	#00FFFF
ENSBTAG00000051855	turquoise	#40E0D0
ENSBTAG00000051861	cyan	#00FFFF
ENSBTAG00000051883	blue	#0000FF
ENSBTAG00000051886	black	#000000
ENSBTAG00000051897	brown	#A52A2A
ENSBTAG00000051899	red	#FF0000
ENSBTAG00000051902	cyan	#00FFFF
ENSBTAG00000051904	red	#FF0000
ENSBTAG00000051907	turquoise	#40E0D0
ENSBTAG00000051913	black	#000000
ENSBTAG00000051921	lightcyan	#E0FFFF
ENSBTAG00000051942	turquoise	#40E0D0
ENSBTAG00000051951	turquoise	#40E0D0
ENSBTAG00000051954	turquoise	#40E0D0
ENSBTAG00000051958	turquoise	#40E0D0
ENSBTAG00000051959	blue	#0000FF
ENSBTAG00000051964	turquoise	#40E0D0
ENSBTAG00000051974	cyan	#00FFFF
ENSBTAG00000051996	lightcyan	#E0FFFF
ENSBTAG00000052002	turquoise	#40E0D0
ENSBTAG00000052004	cyan	#00FFFF
ENSBTAG00000052006	cyan	#00FFFF
ENSBTAG00000052008	red	#FF0000
ENSBTAG00000052018	red	#FF0000
ENSBTAG00000052020	lightyellow	#FFFFE0
ENSBTAG00000052031	yellow	#FFFF00
ENSBTAG00000052048	brown	#A52A2A
ENSBTAG00000052050	lightyellow	#FFFFE0
ENSBTAG00000052053	blue	#0000FF
ENSBTAG00000052059	yellow	#FFFF00
ENSBTAG00000052072	yellow	#FFFF00
ENSBTAG00000052077	red	#FF0000
ENSBTAG00000052083	turquoise	#40E0D0
ENSBTAG00000052084	blue	#0000FF
ENSBTAG00000052086	white	#FFFFFF
ENSBTAG00000052102	turquoise	#40E0D0
ENSBTAG00000052120	lightyellow	#FFFFE0
ENSBTAG00000052129	cyan	#00FFFF
ENSBTAG00000052139	lightcyan	#E0FFFF
ENSBTAG00000052141	lightyellow	#FFFFE0
ENSBTAG00000052147	blue	#0000FF
ENSBTAG00000052150	red	#FF0000
ENSBTAG00000052151	turquoise	#40E0D0
ENSBTAG00000052173	yellow	#FFFF00
ENSBTAG00000052187	turquoise	#40E0D0
ENSBTAG00000052188	blue	#0000FF
ENSBTAG00000052195	orange	#FFA500
ENSBTAG00000052206	lightcyan	#E0FFFF
ENSBTAG00000052208	lightyellow	#FFFFE0
ENSBTAG00000052221	turquoise	#40E0D0
ENSBTAG00000052237	lightcyan	#E0FFFF
ENSBTAG00000052245	red	#FF0000
ENSBTAG00000052268	greenyellow	#ADFF2F
ENSBTAG00000052280	turquoise	#40E0D0
ENSBTAG00000052295	turquoise	#40E0D0
ENSBTAG00000052297	blue	#0000FF
ENSBTAG00000052309	orange	#FFA500
ENSBTAG00000052310	turquoise	#40E0D0
ENSBTAG00000052323	blue	#0000FF
ENSBTAG00000052330	green	#00FF00
ENSBTAG00000052341	blue	#0000FF
ENSBTAG00000052342	blue	#0000FF
ENSBTAG00000052352	blue	#0000FF
ENSBTAG00000052353	orange	#FFA500
ENSBTAG00000052356	lightgreen	#90EE90
ENSBTAG00000052362	lightcyan	#E0FFFF
ENSBTAG00000052370	turquoise	#40E0D0
ENSBTAG00000052376	red	#FF0000
ENSBTAG00000052391	magenta	#FF00FF
ENSBTAG00000052394	turquoise	#40E0D0
ENSBTAG00000052397	blue	#0000FF
ENSBTAG00000052410	cyan	#00FFFF
ENSBTAG00000052417	magenta	#FF00FF
ENSBTAG00000052431	turquoise	#40E0D0
ENSBTAG00000052453	cyan	#00FFFF
ENSBTAG00000052466	brown	#A52A2A
ENSBTAG00000052468	cyan	#00FFFF
ENSBTAG00000052480	blue	#0000FF
ENSBTAG00000052482	blue	#0000FF
ENSBTAG00000052486	red	#FF0000
ENSBTAG00000052491	blue	#0000FF
ENSBTAG00000052498	red	#FF0000
ENSBTAG00000052520	blue	#0000FF
ENSBTAG00000052525	turquoise	#40E0D0
ENSBTAG00000052547	orange	#FFA500
ENSBTAG00000052552	cyan	#00FFFF
ENSBTAG00000052565	red	#FF0000
ENSBTAG00000052570	black	#000000
ENSBTAG00000052575	yellow	#FFFF00
ENSBTAG00000052582	blue	#0000FF
ENSBTAG00000052583	yellow	#FFFF00
ENSBTAG00000052606	midnightblue	#191970
ENSBTAG00000052617	cyan	#00FFFF
ENSBTAG00000052626	turquoise	#40E0D0
ENSBTAG00000052632	turquoise	#40E0D0
ENSBTAG00000052643	cyan	#00FFFF
ENSBTAG00000052646	midnightblue	#191970
ENSBTAG00000052654	lightgreen	#90EE90
